id,name,name_en,scientific_name,is_active
bc0e28df-ca62-4d75-9975-56936dfe1501,Заказать,Order,,True
3f5c7c9e-3c56-48e2-8c7e-a5081587ff8e,Заказать,Order,,True
198bb9db-d89f-4a13-93b3-8cb990fc1a9b,Заказать,Order,,True
9470ee1f-5033-4858-bde8-f77c7d851214,Заказать,Order,,True
485bd2c4-72a2-41a0-9b99-3299e8be7d69,Заказать,Order,,True
f5f486a7-7a90-4e17-8105-c727dd51710b,Заказать,Order,,True
70a1fde8-98e9-4e04-a6e5-8cbf242997ae,Заказать,Order,,True
106abaa9-8018-4977-a797-fe2c6212e89f,Заказать,Order,,True
18ac6cd7-760b-44bf-bedd-15fea56d5901,Заказать,Order,,True
968a9838-f938-494e-a722-8cdfb22b6a8b,Заказать,Order,,True
b520d94b-4de2-4d4d-8c91-5143ab926477,Заказать,Order,,True
0d9d445d-3bef-438e-9026-7eb454398cd1,Заказать,Order,,True
5f8f41c9-68d5-4619-96cc-ee553b7c9f24,Заказать,Order,,True
f104a706-c221-430e-972b-5341aa6b704e,Заказать,Order,,True
9cfa15ee-5421-4115-b6d0-88c0e7508727,Заказать,Order,,True
20094ce0-1669-482b-8b40-207ef4bfe8ca,Заказать,Order,,True
18c41208-081a-4e30-a45a-2a4d2f346c84,Заказать,Order,,True
3f1fd478-18d6-43de-aeea-4b2d36b084fa,Заказать,Order,,True
145c448c-b6fa-469c-8bb1-b37238fc4b60,Заказать,Order,,True
c15b2867-c4f0-4378-a265-0b0831778389,Заказать,Order,,True
