feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
0.7774602275486415,0.06887131105627287,0.20747139553805616,0.6166583959103878,0.7972908037808729,0.1869020362345627,0.5711059304403687,0.15441848328733154,0.49851115268226587,0.44036073139551324,1
0.2584024753437749,0.3857286916975171,0.9729955355050827,0.9697550276591704,0.8387305202950635,0.9881701391680907,0.5480432329587963,0.17679942720095854,0.7788484432615779,0.5644382852182136,0
0.8162816721493322,0.21298789065226864,0.8094469065673542,0.778170124358434,0.5739993614123374,0.47682230773116874,0.5403561962078304,0.7107962265977439,0.9063732606365591,0.3375963036393552,1
0.6193134208058917,0.6737704372913277,0.8075226545760825,0.39004406916367873,0.00610038764751597,0.7719253859965368,0.608821335153817,0.7658930961568221,0.40887459977017226,0.6601078592564152,0
0.6901518544406233,0.8477216444485393,0.5000511927469833,0.19811092844119838,0.31605355882815,0.17257950217483875,0.090393980504475,0.8809799615047225,0.8526533135334755,0.10373978358186964,0
0.48612957722604133,0.5858633742953262,0.5364278736290737,0.4862656326619874,0.5764872192928671,0.06528408643964168,0.08837141585201636,0.09332450588077423,0.2745642541466069,0.2687002828687274,1
0.9729522757561027,0.8912324402414447,0.5565572985318687,0.9434631195604215,0.8960088705581537,0.32045306830193954,0.8632724886649993,0.4703451307065939,0.399937047274909,0.008952377881811135,0
0.29365466684548513,0.3190895359764503,0.08918147835486623,0.14325000471938287,0.4865540240933679,0.690974679576553,0.24607651493706428,0.23997060282450544,0.7337503681689276,0.7070306358163845,0
0.5725461904130789,0.43746289555784035,0.7879493922352362,0.648217723363,0.8803026034893126,0.2816016698004188,0.747838779185708,0.05811311583441359,0.5377475725213332,0.9832342027368498,1
0.4897354536977725,0.03765707586986189,0.5948891127349657,0.25510678487155947,0.4087133072155327,0.23030239686530873,0.08732982566413672,0.6187788463148948,0.21287125326085166,0.14213024670752117,1
0.7913198546332392,0.3645193583101356,0.44307251327610475,0.1901696118525904,0.7258243377725275,0.882102856334231,0.44382578215646373,0.37786222489892185,0.9411720163278534,0.16008773127263198,0
0.2617825679491905,0.9369519136487571,0.8253281475905508,0.22173748522560444,0.003779451625313235,0.24460148496225576,0.8989795977045979,0.28417383759589765,0.9880152148704952,0.11246177086623244,1
0.3936092709589264,0.41309601399311646,0.3519068253025267,0.5797649500438656,0.9350961494913548,0.6763614749689066,0.1368454153588523,0.7782856717744182,0.46149913187309766,0.8571466186655905,0
0.1017362637155167,0.6045005372844194,0.21148179792220478,0.998431689238553,0.5057232906151862,0.5015932470963588,0.797248011887983,0.6430710748972668,0.8376458365353303,0.9628035849665325,0
0.6528843536156775,0.36460735086561546,0.8005505898103464,0.45239063921827216,0.2652230207621413,0.14587365547939546,0.11205441197144506,0.27651958580054237,0.8173701254639615,0.16464530606505268,0
0.723302654382625,0.3329404828622833,0.18981875214286226,0.5337326371202374,0.45290650850810577,0.272353283926725,0.5893929172609943,0.7332933988864392,0.026845853234161665,0.5398885316126687,0
0.035078200703787865,0.5948515541187487,0.17655968388953314,0.3469768268630523,0.5477233578962919,0.5279335389278103,0.7713284127746477,0.25981738135946963,0.4307067023370048,0.42299261247639686,1
0.823712527218237,0.8748482084911052,0.7248836808233692,0.9517408472725358,0.560459431404298,0.040475826023214645,0.5276634396911001,0.3561712223301501,0.0022347296085825086,0.042342691561878865,1
0.4524963977411034,0.6815341400797756,0.46036957137174384,0.12631127250718643,0.11315258287955288,0.7018766052306125,0.838952283000848,0.860408112992556,0.9450185517759548,0.5925011980119862,0
0.016022085080273696,0.354782502164954,0.3021506878177306,0.5868596613974675,0.20255397922231033,0.6486923162815488,0.550247693122305,0.25614310263981466,0.846310047612554,0.1969728665698518,1
0.41843162319963234,0.5784748800364276,0.9231389724339455,0.3790238222142994,0.524499331458566,0.11547077659123173,0.44612178209115083,0.6729320291897439,0.8425982459364164,0.4065605560233363,0
0.6798977901556446,0.6115003866059465,0.9779556053180191,0.8759427353536863,0.2536992270955407,0.8051015618433714,0.44978968107902095,0.357760185820435,0.6840439300178449,0.12092821165212986,0
